"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"13177",11,12,7,NA,0.0794054280400423,0.0100000000000007,0,0
"13178",11,10,10,5,0.0796761817988176,0,0,0
"5857",6,7,11,3,0.079681109375448,0,0,0
"5858",6,7,11,4,0.0799213730681512,0.0100000000000016,0,0
"14641",12,7,5,12,0.0800843876497547,0.0100000000000051,0,0
"7321",7,9,6,12,0.0800990124311722,0,0,0
"5859",6,6,9,12,0.0801462557043099,0.0199999999999996,0,0
"10249",9,8,8,NA,0.0802221781989667,0,0,0
"5860",6,7,11,9,0.0802495346146886,0.0100000000000016,0,0
"5861",6,9,11,NA,0.0802783519228424,0.02,0,0
"7322",7,12,7,8,0.0803316571467191,0.00999999999999801,0,0
"13179",11,9,8,NA,0.0804427101373045,0.0199999999999996,0,0
"4393",5,10,10,10,0.0804434019202588,0.0300000000000011,0,0
"4394",5,10,11,11,0.0804552441150238,0.00999999999999801,0,0
"4395",5,9,5,10,0.0804670188731325,0.0199999999999996,0,0
"7323",7,10,8,NA,0.0804932320128332,0.02,0,0
"5862",6,11,3,9,0.0805282216313986,0.019999999999996,0,0
"13180",11,10,11,NA,0.0805493215337255,0.0100000000000007,0,0
"1465",3,10,4,8,0.0805581699161917,0,0,0
"13181",11,4,9,4,0.0806085717863415,0,0,0
"13182",11,10,12,6,0.0806241124763213,0,0,0
"13183",11,6,3,10,0.0806599417772565,0.0100000000000051,0,0
"13184",11,6,6,11,0.0807045710748738,0.0200000000000102,0,0
"13185",11,7,11,3,0.0807320095634764,0.019999999999996,0,0
"10250",9,8,12,2,0.0807883171641742,0.00999999999999801,0,0
"1466",3,7,6,NA,0.0808903692666687,0,0,0
"13186",11,6,9,6,0.0809367892451644,0.0200000000000102,0,0
"1467",3,12,6,11,0.08096845040444,0,0,0
"1468",3,12,9,8,0.0809894103811802,0.00999999999999979,0,0
"5863",6,9,12,NA,0.0810123764061544,0.02,0,0
"4396",5,5,11,11,0.0810790946790126,0.0199999999999996,0,0
"13187",11,5,12,NA,0.0811009849586185,0,0,0
"7324",7,8,6,12,0.0811358610064509,0.00999999999999801,0,0
"13188",11,7,8,12,0.0811411445922845,0.0200000000000102,0,0
"8785",8,10,2,11,0.0811436198216362,0,0,0
"13189",11,4,6,5,0.0811735589876365,0.0100000000000051,0,0
"5864",6,11,5,10,0.081200869071913,0,0,0
"8786",8,9,8,8,0.0812097276890108,0.0300000000000011,0,0
"5865",6,7,6,NA,0.0812335806672665,0.02,0,0
"13190",11,6,6,9,0.0812378646967278,0.0100000000000051,0,0
"8787",8,11,7,NA,0.0812549224417502,0.00999999999999979,0,0
"13191",11,8,10,8,0.0812655913491055,0.00999999999999091,0,0
"7325",7,7,12,NA,0.0812970123201322,0.00999999999999979,0,0
"5866",6,10,2,NA,0.0813063518780089,0,0,0
"13192",11,4,4,NA,0.0813202144117392,0,0,0
"5867",6,7,9,9,0.0813518109694,0,0,0
"10251",9,9,11,11,0.081359635519398,0,0,0
"5868",6,11,10,8,0.0813638213138839,0.0200000000000031,0,0
"13193",11,10,3,9,0.0813737170365365,0.019999999999996,0,0
"4397",5,6,8,5,0.0814173123518482,0.0199999999999996,0,0
"5869",6,7,7,NA,0.0814197158391827,0,0,0
"1469",3,10,10,11,0.0814371657668515,0.00999999999999979,0,0
"13194",11,10,4,4,0.0814551988581583,0.0200000000000102,0,0
"4398",5,9,11,9,0.0814593363309025,0.0199999999999996,0,0
"11713",10,10,6,NA,0.0814621525423129,0.0199999999999996,0,0
"10252",9,9,11,5,0.0814771437912063,0.0200000000000031,0,0
"4399",5,8,7,NA,0.0814831080984184,0.00999999999999979,0,0
"4400",5,11,5,NA,0.0814959956698085,0,0,0
"1470",3,10,4,2,0.0815050622479931,0.0199999999999996,0,0
"4401",5,5,12,NA,0.0815130590361066,0.0100000000000002,0,0
"13195",11,9,8,11,0.081549120220923,0.0200000000000102,0,0
"1471",3,12,6,NA,0.0815690591394362,0.01,0,0
"5870",6,5,9,NA,0.0815735719963636,0.00999999999999979,0,0
"1472",3,10,11,5,0.0815901063838281,0.0200000000000014,0,0
"5871",6,11,8,12,0.0815988271571969,0,0,0
"8788",8,6,NA,NA,0.0816161619158585,0,0,0
"1473",3,12,4,2,0.0816327958899116,0.00999999999999979,0,0
"13196",11,2,10,12,0.0816424180695084,0.0200000000000031,0,0
"13197",11,9,12,NA,0.0816503175306958,0.00999999999999979,0,0
"10253",9,9,11,9,0.0816631259053908,0.00999999999999801,0,0
"13198",11,9,10,4,0.0816677121574994,0.019999999999996,0,0
"1474",3,12,9,7,0.0816776974689191,0.00999999999999979,0,0
"14642",12,11,9,3,0.0816901022909205,0.0200000000000102,0,0
"14643",12,7,9,NA,0.0817140614977366,0,0,0
"4402",5,5,10,12,0.0817312773793536,0.0300000000000011,0,0
"4403",5,6,11,5,0.081757104188806,0.0100000000000016,0,0
"4404",5,8,11,11,0.0818018995752886,0.0199999999999996,0,0
"1475",3,10,7,12,0.081812096755544,0.0199999999999996,0,0
"8789",8,11,11,NA,0.0818298786239371,0.00999999999999979,0,0
"13199",11,9,3,12,0.081832757895997,0.019999999999996,0,0
"7326",7,3,12,9,0.0818364357945677,0.0200000000000031,0,0
"10254",9,3,9,11,0.0819065980912041,0.00999999999999801,0,0
"4405",5,5,6,NA,0.081932613814297,0.02,0,0
"13200",11,9,7,12,0.0819344855466374,0.019999999999996,0,0
"13201",11,4,9,9,0.0819700382420186,0.019999999999996,0,0
"5872",6,11,6,9,0.0819801117772879,0.0200000000000031,0,0
"13202",11,3,10,NA,0.0819823417820056,0.0200000000000005,0,0
"1476",3,12,11,NA,0.0819890397530309,0.01,0,0
"13203",11,5,11,8,0.0819893436464731,0.0100000000000051,0,0
"13204",11,9,5,NA,0.0819896022249467,0.0199999999999996,0,0
"4406",5,5,11,10,0.0819924184687538,0.0199999999999996,0,0
"7327",7,10,7,NA,0.0820373603893308,0.02,0,0
"8790",8,6,11,12,0.0820436765469176,0.0200000000000031,0,0
"13205",11,10,12,9,0.0820464866396321,0.0200000000000102,0,0
"4407",5,7,10,9,0.0820489696576299,0.0199999999999996,0,0
"4408",5,9,4,11,0.0820522559486479,0.0199999999999996,0,0
"13206",11,2,5,7,0.0820995546764344,0.00999999999999801,0,0
"1477",3,9,8,8,0.082114917716214,0.0199999999999996,0,0
"1478",3,10,11,10,0.0821155301768746,0.0200000000000014,0,0
"5873",6,11,3,11,0.0821245731968045,0.019999999999996,0,0
"1479",3,2,4,NA,0.0821369201751413,0.02,0,0
"8791",8,10,12,10,0.0821408892546883,0.0200000000000031,0,0
"14644",12,4,10,11,0.0821501756850285,0.019999999999996,0,0
